title,author,pages,SalesRank,ASIN,tags,year
YOU,Austin Grossman,400,3214491,0316198536,"sci fi, fantasy & speculative fiction;it’s all geek to me",2013
"You Don't Know Me But You Don't Like Me: Phish, Insane Clown Posse, And My Misadventures With Two Of Music's Most Maligned Tribes",Nathan Rabin,272,331508,1451626886,biography & memoir;staff picks;funny stuff;for music lovers;nonfiction,2013
You're All Just Jealous Of My Jetpack: Cartoons,Tom Gauld,160,826944,1770461043,comics & graphic novels;funny stuff;rather short;it’s all geek to me,2013
Zen Confidential: Confessions Of A Wayward Monk,Shozan Jack Haubner,288,1356164,1611800331,staff picks;biography & memoir;funny stuff,2013
100 Sideways Miles,Andrew Smith,288,4840925,1442444959,funny stuff;love & romance;it’s all geek to me;young adult;the dark side,2014
10:04: A Novel,Ben Lerner,256,101117,0865478104,seriously great writing;realistic fiction;family matters,2014
2 A.M. At The Cat's Pajamas,Marie-Helene Bertino,272,1487895,0804140235,book club ideas;seriously great writing;realistic fiction;for music lovers;no biz like show biz,2014
A Bollywood Affair,Sonali Dev,304,1644064,1617730130,love & romance;family matters;tales from around the world,2014
A Girl Is A Half-formed Thing,Eimear McBride,227,145898,1566893682,seriously great writing;the dark side;family matters;realistic fiction;tales from around the world;let’s talk about sex,2014
A Long Way Home: A Memoir,Saroo Brierley,272,571523,0399169288,staff picks;biography & memoir;family matters;tales from around the world;nonfiction;identity & culture,2014
A Painter's Progress: A Portrait Of Lucian Freud,David Dawson,276,1682539,0385354088,biography & memoir;eye-opening reads;for art lovers;nonfiction,2014
A Snicker Of Magic,Natalie Lloyd,320,3797935,0545552702,"funny stuff;family matters;sci fi, fantasy & speculative fiction;kids’ books",2014
Afterparty,Daryl Gregory,304,3077685,0765336928,"sci fi, fantasy & speculative fiction;science!;mysteries & thrillers;the dark side",2014
"Ah-Ha To Zig-Zag: 31 Objects From Cooper Hewitt, Smithsonian Design Museum",Maira Kalman,48,970500,0847843777,eye-opening reads;kids’ books;funny stuff;for art lovers,2014
All Our Names,Dinaw Mengestu,,,,love & romance;tales from around the world;staff picks;realistic fiction;the states we’re in;identity & culture,2014
All The Light We Cannot See: A Novel,Anthony Doerr,531,16533,1476746583,book club ideas;staff picks;for history lovers;tales from around the world;realistic fiction;historical fiction,2014
All The Truth Is Out: The Week Politics Went Tabloid,Matt Bai,263,2547613,0307273385,staff picks;eye-opening reads;for history lovers;nonfiction;the states we’re in,2014
An Unnecessary Woman,Rabih Alameddine,304,122189,0802122949,staff picks;realistic fiction;historical fiction;book club ideas;eye-opening reads;for history lovers;seriously great writing;tales from around the world,2014
An Untamed State,Roxane Gay,368,758542,0802122515,seriously great writing;family matters;tales from around the world;the dark side,2014
Ancient Oceans Of Central Kentucky,David Connerley Nahm,222,3015046,1937512207,rather short;the dark side;realistic fiction;family matters,2014
Ancillary Sword,Anne Leckie,400,1071418,0316246654,"sci fi, fantasy & speculative fiction;seriously great writing",2014
Another Man's War: The Story Of A Burma Boy In Britain's Forgotten Army,Barnaby Phillips,320,4588757,1780745222,biography & memoir;book club ideas;eye-opening reads;for history lovers;tales from around the world;staff picks;nonfiction,2014
"Apples Of Uncommon Character: Heirlooms, Modern Classics, And Little-Known Wonders",Rowan Jacobsen,320,594305,1620402270,staff picks;cookbooks & food;eye-opening reads;it’s all geek to me;for history lovers,2014
Area X: The Southern Reach Trilogy: Annihilation; Authority; Acceptance,Jeff VanderMeer,608,37146,0374261172,"the dark side;sci fi, fantasy & speculative fiction;rather long",2014
Aviary Wonders Inc. Spring Catalog And Instruction Manual,Kate Samworth,32,304894,0547978995,"staff picks;sci fi, fantasy & speculative fiction;kids’ books;for art lovers;funny stuff;the dark side",2014
Bad Feminist: Essays,Roxane Gay,336,45853,0062282719,"biography & memoir;eye-opening reads;book club ideas;short stories, essays & poetry;nonfiction",2014
Baking Chez Moi: Recipes From My Paris Home To Your Home Anywhere,Dorie Greenspan,496,758984,0547724241,cookbooks & food,2014
Bark: Stories,Lorrie Moore,192,1680336,0307740862,"short stories, essays & poetry;family matters;book club ideas;realistic fiction;the dark side;funny stuff;rather short",2014
Beethoven: Anguish And Triumph,Jan Swafford,1104,67887,061805474X,staff picks;rather long;biography & memoir;for music lovers;for history lovers;tales from around the world;nonfiction,2014
Being Mortal: Medicine And What Matters In The End,Atul Gawande,304,20247,0805095152,science!;family matters;book club ideas;eye-opening reads;staff picks;nonfiction,2014
Belzhar,Meg Wolitzer,272,2632113,0525423052,staff picks;young adult;love & romance;realistic fiction;the dark side,2014
Bitter Eden: A Novel,Tatamkhulu Afrika,240,8121387,1250043662,realistic fiction;historical fiction;eye-opening reads;for history lovers;let’s talk about sex;tales from around the world,2014
"Blood Will Out: The True Story Of A Murder, A Mystery, And A Masquerade",Walter Kirn,272,436234,0871404516,staff picks;biography & memoir;book club ideas;eye-opening reads;the dark side;mysteries & thrillers;nonfiction,2014
"Bolaño, A Biography In Conversations",Monica Maristain,288,3670148,1612193471,biography & memoir;tales from around the world;nonfiction,2014
"Boy, Snow, Bird: A Novel",Helen Oyeyemi,320,1923934,1594631395,staff picks;book club ideas;family matters;seriously great writing;the dark side;identity & culture,2014
Bright Shards Of Someplace Else,Monica McFawn,,,,"short stories, essays & poetry;realistic fiction",2014
Broken Monsters,Lauren Beukes,448,1119734,0316216828,"mysteries & thrillers;the dark side;let’s talk about sex;seriously great writing;rather long;sci fi, fantasy & speculative fiction",2014
"Brothas Be, Yo Like George, Ain't That Funkin' Kinda Hard On You? A Memoir",George Clinton,416,1107146,1476751072,staff picks;biography & memoir;for music lovers;nonfiction,2014
Brown Girl Dreaming,Jacqueline Woodson,352,36571,0399252517,"staff picks;biography & memoir;short stories, essays & poetry;young adult;identity & culture;nonfiction",2014
California: A Novel,Edan Lepucki,400,1645168,0316250813,"staff picks;family matters;sci fi, fantasy & speculative fiction;the dark side;the states we’re in",2014
Can't And Won't: Stories,Lydia Davis,304,1687564,0374118582,"staff picks;short stories, essays & poetry;realistic fiction;seriously great writing",2014
Can't We Talk About Something More Pleasant?: A Memoir,Roz Chast,240,50168,1608198065,book club ideas;seriously great writing;comics & graphic novels;the dark side;funny stuff;biography & memoir;nonfiction,2014
Caribbean Potluck: Modern Recipes From Our Family Kitchen,Suzanne Rousseau and Michelle Rousseau,192,2453053,1909487090,cookbooks & food;tales from around the world;family matters,2014
Check The Technique: More Liner Notes For Hip-Hop Junkies,Brian Coleman,525,757409,0990307603,staff picks;rather long;for music lovers;it’s all geek to me;nonfiction,2014
Citizen: An American Lyric,Claudia Rankine,160,22881,1555976905,"short stories, essays & poetry;book club ideas;eye-opening reads;seriously great writing;identity & culture",2014
"Console Wars: Sega, Nintendo, And The Battle That Defined A Generation",Blake J. Harris,576,1363814,0062276697,for history lovers;it’s all geek to me;rather long;nonfiction,2014
Cooking Light Global Kitchen: The World's Most Delicious Food Made Easy,David Joachim,320,1570766,0848739981,cookbooks & food;tales from around the world,2014
Dataclysm: Who We Are (When We Think No One's Looking),Christian Rudder,304,433183,0385347375,staff picks;it’s all geek to me;book club ideas;eye-opening reads;let’s talk about sex;nonfiction,2014
Dear Committee Members: A Novel,Julie Schumacher,192,637581,0385538138,funny stuff;realistic fiction;rather short,2014
Debbie Doesn't Do It Anymore: A Novel,Walter Mosley,272,2106546,0385526180,staff picks;let’s talk about sex;realistic fiction,2014
"Deep Down Dark: The Untold Stories Of 33 Men Buried In A Chilean Mine, And The Miracle That Set Them Free",Héctor Tobar,320,1298556,0374280606,eye-opening reads;nonfiction;tales from around the world;book club ideas,2014
Definitely Maybe,"Arkady and Boris Strugatsky, translated by Antonina W. Bouis",160,2938779,1612192815,"sci fi, fantasy & speculative fiction;tales from around the world;the dark side",2014
"Delancey: A Man, A Woman, A Restaurant, A Marriage",Molly Wizenberg,256,2380540,1451655096,staff picks;biography & memoir;cookbooks & food;love & romance;family matters;nonfiction,2014
"Do Not Sell At Any Price: The Wild, Obsessive Hunt For The World's Rarest 78rpm Records",Amanda Petrusich,272,810344,1451667051,staff picks;eye-opening reads;it’s all geek to me;seriously great writing;for music lovers;nonfiction,2014
Do Or Die: A Reluctant Heroes Novel,Suzanne Brockmann,608,803251,0345543815,love & romance;let’s talk about sex;mysteries & thrillers;family matters,2014
Dog Whistle Politics: How Coded Racial Appeals Have Reinvented Racism And Wrecked The Middle Class,Ian Haney López,304,1239519,0199964270,staff picks;nonfiction;eye-opening reads;for history lovers;identity & culture;the states we’re in,2014
Draw!,Raúl Colón,40,1160547,1442494921,for art lovers;kids’ books,2014
Duty: Memoirs Of A Secretary At War,Robert M. Gates,640,77769,0307959473,biography & memoir;nonfiction;eye-opening reads;rather long;the states we’re in,2014
El Deafo,Cece Bell,248,5816,1419712179,staff picks;biography & memoir;comics & graphic novels;eye-opening reads;family matters;kids’ books;nonfiction,2014
Electric City: A Novel,Elizabeth Rosner,304,6501240,1619023466,historical fiction;science!;realistic fiction,2014
Emeralds Included: A Jana Bibi Adventure,Betsy Woodman,288,4149878,0805093583,tales from around the world;staff picks;family matters;realistic fiction,2014
Empress Dowager Cixi: The Concubine Who Launched Modern China,Jung Chang,464,204301,0307456706,biography & memoir;for history lovers;tales from around the world;nonfiction,2014
Euphoria,Lily King,256,620402,0802122558,seriously great writing;historical fiction;realistic fiction;love & romance;science!,2014
Every Day Is For The Thief: Fiction,Teju Cole,176,1603311,0812995783,eye-opening reads;tales from around the world;realistic fiction;family matters;rather short,2014
Everything I Never Told You: A Novel,Celeste Ng,304,81326,159420571X,staff picks;realistic fiction;book club ideas;family matters;mysteries & thrillers;the dark side;identity & culture,2014
F: A Novel,"Daniel Kehlmann, translated by Carol Janeway",272,2012716,0307911810,book club ideas;seriously great writing;family matters;realistic fiction,2014
"Family Furnishings: Selected Stories, 1995-2014",Alice Munro,640,782459,1101874104,"seriously great writing;short stories, essays & poetry;book club ideas;family matters;realistic fiction",2014
Famous Writers I Have Known: A Novel,James Magnuson,320,6516454,0393240886,funny stuff;mysteries & thrillers,2014
"Fatale Deluxe Edition, Vol. 1",Ed Brubaker and Sean Philips,288,1795792,1607069423,"comics & graphic novels;let’s talk about sex;mysteries & thrillers;the dark side;sci fi, fantasy & speculative fiction;historical fiction",2014
Firebird,Misty Copeland and Christopher Myers,40,48186,0399166157,staff picks;kids’ books;for art lovers;identity & culture;no biz like show biz,2014
Flashlight,Lizi Boyd,40,37954,1452118949,kids’ books;the dark side,2014
Florence Gordon,Brian Morton,320,3354394,0544309863,seriously great writing;book club ideas;realistic fiction,2014
"Foreign Gods, Inc.",Okey Ndibe,352,1317332,1616954582,realistic fiction;tales from around the world;book club ideas;identity & culture,2014
Found,Salina Yoon,40,425007,0802735592,family matters;kids’ books,2014
Fourth Of July Creek: A Novel,Smith Henderson,480,3010040,0062286447,staff picks;rather long;family matters;realistic fiction;the dark side;the states we’re in,2014
Fresh From The Farm: A Year Of Recipes And Stories,Susie Middleton,256,393993,1600859046,cookbooks & food;biography & memoir,2014
Friendswood: A Novel,René Steinke,368,2492076,1594632510,family matters;book club ideas;realistic fiction;science!;the states we’re in,2014
Gaston,Kelly DiPucchio and Christian Robinson,40,33204,1442451025,family matters;funny stuff;love & romance;kids’ books,2014
"Geek Sublime: The Beauty Of Code, The Code Of Beauty",Vikram Chandra,272,,1555976859,it’s all geek to me;science!;biography & memoir;nonfiction,2014
